,median_house_value
13909,112341.10937939443
2684,87480.10045828007
3396,230560.3900593071
3511,323623.9346455841
16631,248208.10818277992
265,161161.357371469
10612,386983.4156178427
1475,183807.117219221
3965,236845.57707914177
18687,196948.62235265013
16718,163748.24956301198
16006,407034.4310702474
7901,262514.296244264
17469,325808.46419771045
3230,60736.9517835171
9040,198822.36507924146
2518,84432.47377521417
6275,171048.12293608114
11063,206656.6658391109
5746,225187.47945414353
4696,276359.2876190583
3733,234074.49109726434
4156,146080.8865062791
16304,365429.1954768467
9452,99956.30808318235
13941,90500.53142359358
3282,73859.29077938412
4461,231655.9802090725
695,173231.68645068107
10212,267022.3202167847
18123,254084.46150219964
10263,258407.657544005
18057,296424.5198892041
1261,182311.8389211096
18776,84029.9616560702
1580,439953.54693215375
4393,165190.3673782998
20506,357171.5627626503
10092,191403.70555654325
9613,79464.29941638118
12544,192106.6367558651
11006,333293.1090190141
9210,87762.72433988826
15196,253605.13203933305
1163,82954.55911278121
3894,248806.61875823885
2090,59135.510107662136
17472,340056.86682938307
139,335350.55957363994
3919,247112.14411798134
19941,75253.46143810781
15488,181938.51485383697
3570,236935.18973275952
6492,195773.04817507058
12148,118389.75392559552
4072,488879.37606264686
11450,336468.87407648435
2812,58751.6892607399
10205,197124.31526791092
9792,326952.60125681135
13262,135090.44055995616
16238,157153.43343097944
20368,214766.75953823197
2503,79612.95475172267
3559,234433.17401584375
9634,135817.99435121438
15718,221861.29924253203
10689,104745.87962071429
16978,261699.20086530782
13634,117578.04384057465
4166,142999.51980211175
14161,146974.75918781242
19357,140204.49719359528
19227,345413.0378840149
4794,261040.77254515316
15500,449021.90992989345
7125,203403.042280486
10074,134249.11615091003
15323,208752.83139247913
14030,192835.1330654512
6669,274149.4838817205
12471,87175.9114192391
16795,271864.57019507687
15506,144057.93617528857
15919,332345.63089365675
19237,350124.54972354346
13914,74624.61725939288
9432,269419.05949820613
1227,105965.31065354451
12459,81119.29074009875
16900,362739.80713965016
5418,411180.83797796123
19154,222786.21272958873
13483,118009.80594542637
1710,206850.766056474
7516,164960.5379553157
3519,320961.2923564316
18860,263148.4198315104
2753,63452.17529471843
12286,85470.56238864298
12781,89497.34225132137
2616,101439.51577428356
10671,488642.38995156676
10369,252668.7175233653
12243,83684.46794907427
10013,140695.69474637616
15584,113572.36280038141
4740,299629.56382036675
15268,214012.36865086007
5421,311041.27197926474
18282,498271.57469027454
4832,151075.4381006634
10443,303041.9743162995
4699,286407.7879165956
4344,169741.42502717875
10547,358966.35418179346
12384,149697.5268268034
19212,165735.49067857463
1202,81997.9365373743
210,193603.12852489098
4580,156482.41841051812
16313,221258.89143527966
9625,78721.39080455888
11844,112302.55093400492
6705,219969.1837163735
17129,177596.14722330283
11438,194416.85118337374
15905,247069.5823262329
424,312847.1292209327
14493,259152.85188744127
9606,88190.03895280165
15823,268933.9417846784
14164,130323.64759033294
12660,83409.02569706335
1805,146717.27075345838
9565,85625.21980241632
8842,224935.32188368053
13866,118015.76894445631
3388,332827.1223277599
20275,283534.9702056453
4871,151319.20077974504
327,158007.0702717997
7275,132288.34416019075
12014,300624.1861664025
11272,194097.02100193643
7698,222595.20619816825
5090,135914.63857320254
19394,92863.0220273052
88,149002.5295414608
13952,248534.64983994327
16421,110062.42616332295
16770,267505.9197117912
10091,216341.11784507107
20169,244002.1400742219
9008,372590.4221172113
6248,178766.78715559398
1056,98439.9334233424
2202,131503.39669082122
1084,89298.59200032255
2946,56285.63585268499
4143,143618.87922516043
18010,303317.08774710895
10375,328940.8804377317
8233,205184.3638859975
3522,269481.2553895351
2392,111030.15889459936
7411,147423.58206365182
1205,91832.14185619394
16162,332220.5067655973
6181,266455.10872825753
4941,137219.37677771
2150,74577.48891334528
16814,277401.91240087396
19621,111022.80033262637
10429,271379.19883951975
6063,280115.2297497174
13533,106084.07887314464
14003,84042.70894264942
2605,103074.64593199745
20605,79791.40661897641
20308,241755.8697535353
15175,299138.2007350607
5483,308628.0954775199
1747,103306.4035686607
2405,56635.27777225578
14762,102864.18495229547
14157,137407.46976660116
8237,164441.80601630596
15287,214743.85870656438
5333,272240.7150148416
14746,143452.83067323736
11408,298134.48734792206
4510,143108.17017748812
3479,375980.9997899707
5508,305836.7255030664
11198,184789.28639264393
5863,280729.8464916849
1729,159639.11434199451
14202,130906.40277476131
13940,108624.67179900533
3143,88952.18166909642
17477,250797.62426693828
20226,192158.66806154285
221,169465.31469971052
11018,384783.87208282
2145,65904.31517937306
20216,290914.1983210815
4003,236935.18973275952
12374,139663.31914649042
3971,238470.30932753815
5215,113652.804637643
15080,128863.28713730269
499,146925.6935715661
2119,61358.090340298295
1510,342556.75702682964
5568,231550.25377895986
2789,92857.3615458432
13875,103203.98401642597
11403,196731.78845375162
6015,142804.41219086287
18553,229408.16729639555
18794,86065.56631959097
5045,278542.74153442384
7671,191752.27699541085
19171,222925.45647434975
15101,152714.42639581242
6904,182785.4272115002
20017,98127.66373397896
466,205401.45112980946
59,150746.3472953408
6161,204143.889980388
4984,186767.7935772822
5653,239175.65775885442
15953,372966.88064919715
12233,107745.98217415449
11898,316186.8921246866
3776,272984.16828841215
4874,135044.71908539924
10660,257540.69365552135
7791,180134.66788778413
13082,110397.42945473996
8284,279728.6580828228
17346,257073.71572846654
13510,87928.79674803423
20100,83201.80844082475
9195,92547.65636877483
878,237787.6585715481
12577,121915.88803893821
16240,126036.69628248189
16202,80967.93110584757
16073,295388.27700809913
12136,125873.8237196304
3421,233635.5893468265
6497,144803.23884587557
11584,293037.68456008664
1402,264052.7259588901
3062,88658.90419693518
12344,88785.63411841476
12503,121909.7305172288
20611,74602.4694159872
18533,211615.38564212545
19161,222513.14708461092
18854,129101.02113322067
11732,94471.70502110085
5937,150168.58940001973
1962,113216.8823776385
4338,203567.42647682445
200,163584.3297160869
12223,171708.00450664377
14420,216162.71550012994
7841,147127.1041472778
4404,176733.3541920428
17878,241089.6551311001
11092,199965.13559129217
16676,223870.8859891271
4730,260104.73602045007
13398,136570.0301102527
13517,102484.53573802905
898,194115.027094821
9525,151583.4327529172
4084,314392.1831393073
9457,112479.69135032562
1453,185352.45058564894
8508,226879.3815307927
3725,273664.5551073045
13948,124290.75942026525
11899,245652.293110809
1092,164114.09226148025
11880,120792.14783289068
9421,337916.6019086167
15494,261115.08724672676
8612,294194.73206874967
1862,91576.92352773374
19496,136739.99911056002
5170,124262.23083691271
14957,269381.09328917565
15067,139520.74146403043
6467,250915.57568655637
16877,454741.98427778354
3836,303459.8609694887
19002,163345.61317762514
2898,57150.916240994455
18889,142742.19016972522
10888,214999.0735750785
7732,202257.59795677193
6153,148840.60870432138
10029,95862.82759371154
7402,114022.9672540278
13624,82796.60855144041
11225,277861.4572315853
8136,224763.2286146521
9102,152456.209977521
18310,304684.2774055615
15909,324180.38460335816
8797,492837.46892287215
5211,152554.00549049728
9532,94471.70502110085
13358,131163.89312282263
6876,180180.88830206415
11726,94558.06376879397
8958,310710.63089709467
11717,141307.69860365818
4128,192507.59236250108
12086,182326.9550221613
15881,274323.37009522575
6383,252383.91551434447
12527,85728.96646583073
19271,251012.87198375753
17142,238004.32504547675
1282,98080.96389197376
18217,305365.8692705258
4843,147690.3816145199
7650,211362.81536710064
15706,313963.284833285
19902,63463.11738222612
8083,197575.11046492367
2127,92885.74953872187
14829,106961.88799246107
4527,148106.14314910516
5377,318301.0881451107
2862,86851.12857014492
3115,117443.81317799485
3323,143394.9326050816
5464,334681.57972535474
9237,91978.66125255432
1534,236410.9402497972
4411,220134.6898672448
17877,245635.12603964482
3189,124267.30169744777
15968,268220.13955695985
15285,280949.3762966119
6259,199140.35985441387
1978,128837.36025693714
2133,80701.17918859488
2270,64539.779256147835
12094,213516.48523301567
20318,221734.98017926925
5940,134890.30000508844
10994,223288.72518935057
13620,84535.5984162229
15109,191030.20174439636
14876,115049.35545692731
15333,212696.900793162
1489,178363.07000000274
16132,331527.3042746672
1114,86598.38849853257
6607,220169.48432748762
14359,359725.40257973445
19951,95516.11594731735
6688,170512.88259508368
15657,265534.06434439286
3277,73069.05780877198
4909,148403.85082743588
14951,129423.3360550516
9295,412046.29226397345
4351,229945.19328690515
16786,323361.6642154064
11015,326710.6263011101
15015,152027.58839424237
16969,299698.653631931
1624,302340.5856544663
16356,124531.57665548382
6662,222456.0281359716
13514,117998.20342017386
18273,450268.3387870613
4149,155123.82891015813
10262,316547.62710342754
8527,331411.6674692211
4574,170645.6447553532
15181,255982.98449024238
1712,170533.87133476388
10366,306787.65981504286
14958,218765.01889770993
14273,91751.52900201772
2748,113218.63283088879
1258,145463.2610960733
11786,197358.1676925582
5139,130247.89309924275
18386,381844.48024895845
20231,269580.4248108057
8913,259361.9486474831
17212,285574.5694090601
17077,278491.4980240589
273,245375.28265420895
14669,175339.8585970312
8932,348212.45803212275
13430,120409.41274807457
13972,109276.05556097768
17406,188463.6687039849
4110,373826.1673310289
10803,195292.78283971598
15882,221902.40461810975
16000,375935.2728064646
14575,224360.91081762646
10961,180893.08652586892
16805,284126.8145517174
15006,158143.11399775927
1063,143288.04698249063
16541,154677.11678751203
11805,111220.29785569038
15960,366300.9091812992
9056,186877.05055001788
16155,321946.34726153524
15664,376135.5436560834
7921,187395.37895702562
13523,117449.56820295306
11841,114863.36112551004
16899,392521.5015782355
17781,191891.99628651072
17372,214099.7087230573
12593,94558.87039269974
4097,401391.8525006844
17990,241483.22493835184
6685,244461.2569910735
7178,162538.1630403185
4618,203586.40602706617
14921,124832.41091861714
19278,161453.78512909941
19059,329673.6110861164
20184,284110.93596614955
11768,142257.13062033514
9459,83767.13356656772
3974,279718.0633102063
9320,270776.33415264176
6108,176900.71577347256
19939,85040.62092574699
7625,222426.05191770065
13845,97376.54930508003
20280,230712.16162775818
3165,66953.54146761485
3505,302550.4960989628
1604,203702.70318459815
18878,159764.97023054928
18969,119811.13048371287
12898,143288.91019846368
16453,90749.03551753126
18011,280066.46054053266
18000,239880.98259048647
4010,286819.65168103075
19797,84394.65144743762
20614,101086.9403356232
16271,84881.28952434385
13356,198556.55976035952
423,333857.08154496836
6373,229734.94679285187
19527,112418.03787541678
16938,491992.7811489142
257,98394.65133050561
3492,266499.789605856
14047,142005.51167649654
17975,279094.04943330993
6510,186296.522076282
20178,327694.2637223551
14685,235128.29391428328
15209,266926.59450107795
16074,276176.272465463
9426,282549.7883181499
8327,165700.04827769968
6311,228747.00351210457
19845,56147.6736391672
14879,147965.7050092355
15508,190144.20373646944
3753,278797.7190789322
10884,306615.9844243597
7468,155258.19188387372
17876,252308.45342308082
12549,90948.12249139178
1743,104278.77028943993
15248,313784.52540214255
1443,194417.82437020558
19062,206283.398112743
17708,190362.1208741856
346,125443.69619406882
11162,194243.4675428169
12056,106195.57122186726
17683,214460.49010896654
15982,335569.2529849415
17489,224434.00483529805
8729,245615.02821938344
11277,191256.85307678615
8807,478471.1846515929
14587,200531.29078995597
7120,229436.94720331216
18075,443149.9108372947
4413,149108.29521698042
11071,257635.86253904467
5502,442772.15755464084
6808,198125.66117714488
15789,231617.56023341778
19479,146330.59759028757
19393,98810.66492644923
2247,60505.060843223975
2008,61302.73745426349
18839,99834.08370526256
8223,164441.80601630596
19033,196796.38221323423
2277,112566.36099004092
2876,55278.181993289174
8057,237314.70386188122
18962,114564.8172795625
8688,283743.0475953652
5182,115398.6767986712
10342,250610.96582436893
15685,367698.5731670113
14321,159782.23238550077
1061,145097.8329402641
11612,232157.16555428345
640,177433.82456543625
2622,81172.71021271305
8496,196547.40289339732
103,167151.4415850232
17574,195386.76231378494
6148,146724.7444154912
8616,373953.2610500892
12240,110612.95558411187
14907,161848.87456581125
8122,161598.50437788237
15066,125332.94451434379
3528,271097.2150321638
18669,246361.65803918135
14104,105364.46232081312
11067,190691.55061591565
17842,274636.4881712735
18208,259646.00544547517
3073,70993.4983645114
15886,197108.15466472242
11376,195458.94088558917
11847,93351.13139766367
14703,203470.99341443647
20197,259988.45449245512
14323,158116.28093526151
10656,205031.84064840767
19366,133721.5042131871
3106,194451.74634291447
13444,107974.55335129732
10575,316215.597088054
8260,204415.35640656593
15112,187642.68125784158
2250,196120.7219634546
20375,419193.8108250948
12550,162295.2346723202
12169,108782.91938682518
16989,379303.928521597
20077,109125.13254968188
6916,338725.98390213534
12663,107111.64626517141
8561,307484.92049386265
7667,191677.3653386062
4258,287362.00345834706
12798,83345.01085368794
3638,262900.52347951307
9712,194874.29053935187
10712,244016.66750970864
14869,113883.89664969101
57,142252.46017302916
6494,221470.55377436153
14874,118986.11946590639
14700,203522.9077378907
9811,475604.5246125851
11596,368807.5714522757
14677,246012.81122182414
12160,128711.26755708663
20337,284562.976604286
15774,385346.7314591616
17922,248357.0741782622
459,155479.89517156823
17603,226416.8100562411
17383,222229.4830648263
16799,279708.8325260242
5893,214738.45958640182
16111,275702.7076506482
10414,193611.68819700155
11000,489992.3668645301
8030,217557.00276104413
17699,223091.4467387471
4441,142879.58417980734
8203,171027.56622360062
8931,325412.133577609
17871,183019.82835495434
19683,102055.32009878916
16039,277503.7314867653
4178,147397.78988771298
5099,206832.6587990319
2153,98960.33377662908
4519,141237.87380981195
12480,86023.10415480753
14192,148157.25930488945
5230,115767.22525142162
12769,89705.96149598534
16534,145915.53835259815
11476,296058.59123200993
16821,302178.6797920039
20483,263102.07055768865
379,116811.08645247595
6267,195912.5076779864
13351,198377.7870330868
20514,75791.25986960565
3578,263966.40703582426
2361,125929.91028743477
20324,232197.12063701224
10134,202653.55772981272
12922,146162.2972423641
2003,56796.003628113016
18772,78403.58236577897
7121,211466.10775582213
19374,99396.94009856711
7997,217474.62774475108
8489,177299.30356876328
649,193882.1989773149
13197,137792.74521648115
14421,213827.33628527532
8939,344050.0957424479
15274,272810.892010943
2199,131492.9016768206
8732,218021.43317982875
6245,179986.13025462872
16432,149770.38445246435
13508,85415.85918113615
911,254704.45594067223
11832,114236.66570814291
14505,232435.94197860823
6145,168498.7897735676
14887,159666.8627424516
12927,156994.87505295262
5115,176045.72707088816
8499,236622.618762887
10676,353244.66325498314
10562,472918.0803091162
6741,230388.53659699616
18577,165204.46777845046
8142,219958.3477781494
5689,248304.13822663185
19537,107350.28032862704
20617,125367.61460467005
9402,313442.52867754805
19519,91262.86316354432
12815,108580.02914568437
9501,183633.1902085853
3111,115349.3036517743
17792,197462.9178326469
19699,142837.80852095215
14834,103448.03824364008
16178,279391.25232142216
3947,235176.3872583042
5165,144048.65401116875
7241,186367.68585635105
10792,410460.2112942436
4918,115631.53659665099
5513,270121.94736414246
15902,279228.68421649677
3589,342933.82193273574
2480,104408.08079039806
3171,98182.87338029103
17805,223785.44545165982
10679,277228.3494103154
6660,183171.97848248083
467,141171.41301216508
4949,198272.13544302137
7852,172486.27935852937
3571,490651.8983068177
3532,287921.5003205157
2878,55894.46286489033
826,276241.64070039446
12438,66470.70735337597
6515,172199.13393578527
9651,106369.35976058431
16065,357221.95113792695
19276,154594.76084420204
3405,409814.8006485344
19889,58918.681664877615
5589,185991.0404941251
18607,447777.7359304233
2171,95065.21283547912
5382,238399.7801336419
11365,194423.3585276396
15858,218474.25114680192
10356,308599.0831915229
20240,240005.98141003828
3394,222742.83359371868
482,202723.86402947374
8985,407666.11265538126
5943,149255.21762318833
17437,225177.4752640904
13632,86841.38110507878
11292,196395.04919320357
12010,132285.819905097
2621,180419.6761368678
8786,486556.96099646145
7912,191945.6253541069
11804,115253.77446559737
5035,201069.2407089536
13373,192211.5750031803
2703,66211.08892878203
14774,139177.32464788266
3200,86335.44862463376
9995,160586.1540679077
6072,394019.7555892437
3,306033.02597015066
3979,236845.57707914177
13188,135239.43981340894
14528,173401.27794704906
5174,150024.64776327665
3588,239800.9542362212
4153,194840.86872647933
18986,114463.36393714638
5304,499922.5105899988
8468,191629.54658332534
17084,160666.11143890335
19156,225217.36927160225
17786,197853.77325999728
4119,269578.62798836426
344,100096.5026638567
5293,475945.4472370425
4073,462261.0408378863
18887,182741.97866716524
19281,220555.41193234763
17510,197720.20614905827
17474,309008.7189604037
13781,83970.20224821958
7298,143897.60491626733
9114,221914.39202932667
11209,173828.60052885683
11031,218286.69700929758
3623,271630.1175182669
20007,58401.60758830714
8094,245270.5782561883
8192,223010.6507094738
2195,101295.18843256187
12339,137062.08801168826
4564,132791.92172014032
4847,165760.2504305625
42,149550.13763700417
9934,204409.56789116532
19284,168732.24915998837
1522,202369.70821898486
4442,147159.69473495547
8902,348563.58580990054
5112,210161.85194356524
2112,56586.52699298139
7109,194097.02100193643
10413,211304.38624564066
795,193904.78996818792
12510,109311.9549440707
8735,207261.9362759657
18241,201908.13137503486
6831,184624.5640404337
18919,251502.56318363585
3334,161167.82859688357
14705,294743.8467961215
15612,196530.9437069278
4013,307120.7316499382
17110,496140.4593023496
10430,322621.2836572174
9400,412894.91588501126
3707,194976.32292324846
18961,94869.27816816777
5436,234207.3320757828
2325,76595.83996431924
18807,82603.54417863634
9477,123683.82383837039
46,147473.30166710948
20462,287159.1086067385
4751,208508.86839833605
13298,131329.2618369716
